#{"t_start": 1743754411.2811239, "env_id": "sneaky_enemies"}
r,l,t
4.0,12,32.021247
7.0,11,32.03536
3.0,8,32.045899
4.0,8,32.056468
4.0,6,32.064985
4.0,19,32.088496
3.0,12,32.104055
9.0,14,32.121435
4.0,10,32.133927
3.0,11,32.14701
5.0,10,32.15955
3.0,7,32.169065
4.0,11,32.182373
11.0,47,32.240119
8.0,14,32.258177
7.0,18,32.279254
5.0,22,32.306032
4.0,13,32.321398
11.0,17,32.34245
3.0,9,32.354504
7.0,15,32.37202
8.0,26,32.404019
5.0,16,32.424071
9.0,19,32.446573
4.0,16,32.466629
3.0,12,32.481147
11.0,17,32.502481
3.0,7,32.511993
7.0,15,32.530026
3.0,11,32.544044
13.0,37,33.744299
11.0,20,33.769774
8.0,19,33.799315
11.0,23,33.834592
2.0,7,33.846115
6.0,21,33.877658
4.0,11,33.893178
3.0,8,33.905762
2.0,11,33.922755
3.0,7,33.931298
8.0,23,33.959891
4.0,19,33.982708
4.0,18,34.006531
3.0,7,34.015046
4.0,7,34.02407
4.0,6,34.032249
4.0,10,34.045249
8.0,26,34.077063
7.0,18,34.09878
8.0,14,34.117395
2.0,27,34.14905
2.0,7,34.158352
10.0,15,34.176488
5.0,19,34.198603
3.0,10,34.210742
5.0,11,34.224285
10.0,38,34.270415
3.0,6,34.277933
3.0,8,34.288372
5.0,8,34.297953
7.0,10,34.31007
4.0,23,34.337393
7.0,14,34.355319
4.0,23,34.38227
3.0,23,34.411052
9.0,14,34.429114
7.0,14,34.446193
4.0,22,34.472304
11.0,34,34.512661
7.0,14,34.529774
7.0,14,34.545921
9.0,35,34.587462
7.0,14,34.604086
4.0,12,34.618422
2.0,7,34.626932
8.0,23,34.655385
3.0,6,34.662385
2.0,7,34.670956
10.0,17,34.691035
4.0,15,34.708768
3.0,7,34.718305
11.0,23,34.744931
3.0,11,34.758189
2.0,3,34.763191
4.0,14,34.780803
2.0,39,34.831986
2.0,7,34.841533
3.0,12,34.85539
3.0,9,34.866904
1.0,2,34.869905
3.0,7,34.87842
