#{"t_start": 1743759168.5538583, "env_id": "sneaky_enemies"}
r,l,t
3.0,5,46.017676
2.0,7,46.027198
7.0,10,46.039194
11.0,500,47.801887
4.0,9,47.812893
11.0,500,48.389114
1.0,4,48.394115
1.0,3,48.398114
2.0,7,48.407114
11.0,500,48.983699
10.0,148,49.153734
9.0,11,49.167735
2.0,3,49.171734
3.0,29,49.206738
7.0,10,49.218746
5.0,23,49.246267
1.0,5,49.253267
1.0,4,49.258267
3.0,4,49.264267
11.0,500,51.046023
3.0,9,51.057023
9.0,15,51.075024
3.0,4,51.083025
2.0,3,51.088025
11.0,500,51.677992
11.0,500,52.259633
3.0,41,52.307632
4.0,7,52.315638
11.0,500,52.89573
3.0,5,52.901729
2.0,3,52.905729
11.0,500,54.652728
9.0,11,54.665729
11.0,500,55.240276
11.0,500,55.810781
11.0,500,56.384194
11.0,500,58.213356
11.0,500,58.802542
11.0,500,59.379363
9.0,11,59.393363
11.0,500,59.964907
3.0,8,59.974906
11.0,500,60.547864
11.0,500,62.323029
3.0,7,62.3326
10.0,48,62.3886
11.0,500,62.956836
7.0,14,62.973809
3.0,5,62.980808
7.0,10,62.992808
11.0,500,63.572669
7.0,14,63.589671
2.0,7,63.598671
1.0,5,63.605671
3.0,4,63.610672
10.0,156,63.791254
3.0,4,63.796254
9.0,10,63.808257
5.0,9,63.819266
9.0,10,63.832783
9.0,18,63.854783
11.0,500,65.616068
3.0,7,65.625071
7.0,10,65.637675
9.0,11,65.650675
11.0,500,66.220175
10.0,109,66.347206
11.0,500,66.946093
11.0,500,67.522862
8.0,14,67.538438
11.0,500,69.283237
9.0,10,69.296237
11.0,500,69.868484
11.0,500,70.436719
11.0,500,71.015223
3.0,5,71.021229
11.0,500,72.782581
11.0,500,73.344636
11.0,500,73.916362
9.0,11,73.93037
11.0,500,74.504619
3.0,4,74.509619
7.0,10,74.522649
11.0,500,76.315754
3.0,9,76.326759
2.0,3,76.33076
4.0,8,76.341271
2.0,3,76.345271
11.0,500,76.928201
11.0,500,77.534197
11.0,500,78.118651
2.0,3,78.123639
11.0,500,79.874912
11.0,500,80.451268
11.0,500,81.024392
2.0,7,81.03346
9.0,10,81.045029
11.0,500,81.615454
3.0,5,81.621454
11.0,500,83.354206
11.0,500,83.935251
11.0,500,84.527579
11.0,500,85.108639
10.0,11,85.122637
2.0,3,85.126638
2.0,7,85.135673
2.0,3,85.140671
2.0,3,85.144255
3.0,5,85.151254
11.0,500,86.905536
11.0,500,87.478182
3.0,4,87.483183
11.0,500,88.055365
11.0,500,88.627679
11.0,500,90.348524
7.0,10,90.360553
2.0,3,90.365559
11.0,500,90.938873
11.0,500,91.513434
11.0,500,92.089079
9.0,10,92.10108
11.0,500,93.919466
11.0,500,94.496885
11.0,500,95.068771
11.0,500,95.645831
3.0,6,95.653969
11.0,500,97.400521
9.0,10,97.41252
10.0,14,97.430523
9.0,10,97.442524
8.0,14,97.459034
9.0,10,97.471034
3.0,4,97.477067
11.0,500,98.043343
7.0,10,98.055913
4.0,19,98.07791
11.0,500,98.644793
9.0,10,98.656394
11.0,500,99.224525
11.0,500,100.955584
11.0,500,101.52059
8.0,10,101.533569
11.0,500,102.108796
11.0,500,102.678212
11.0,500,104.463244
11.0,500,105.041794
2.0,3,105.045836
11.0,500,105.618201
11.0,500,106.189437
3.0,7,106.198437
2.0,7,106.206436
1.0,47,106.263952
9.0,10,106.276952
9.0,13,106.292952
11.0,500,108.089109
11.0,500,108.670514
11.0,500,109.272878
11.0,500,109.840432
7.0,10,109.852467
7.0,27,109.884531
1.0,9,109.895532
