#{"t_start": 1743396032.1313481, "env_id": "sneaky_enemies"}
r,l,t
10.0,38,23.225617
3.0,5,23.231618
4.0,9,23.242619
2.0,7,23.251613
11.0,43,23.302618
10.0,61,23.374374
4.0,11,23.387374
8.0,22,23.414377
4.0,15,23.432377
9.0,19,23.455377
5.0,21,23.481377
7.0,14,23.498377
4.0,14,23.515377
2.0,3,23.519377
4.0,31,23.559373
2.0,7,23.568404
4.0,11,23.582404
3.0,8,23.592399
3.0,6,23.600404
10.0,17,23.620374
3.0,7,23.6294
4.0,12,23.644403
7.0,11,23.657404
4.0,21,23.683404
3.0,19,23.706374
2.0,11,23.720375
4.0,9,23.731374
4.0,14,23.748374
3.0,9,23.759374
10.0,22,23.786377
7.0,22,23.812377
6.0,14,23.829377
3.0,19,23.852377
3.0,8,23.862377
3.0,11,23.876377
3.0,31,23.912377
4.0,34,23.953374
2.0,19,23.976374
2.0,11,23.989374
7.0,30,24.025374
4.0,8,24.035374
10.0,27,24.068404
4.0,7,24.077405
2.0,19,24.100408
13.0,41,24.149404
3.0,7,24.158404
11.0,24,24.188407
2.0,7,24.197406
2.0,7,24.206405
3.0,11,24.219721
10.0,27,25.374786
8.0,26,25.414784
3.0,8,25.424819
4.0,9,25.436818
4.0,12,25.451817
8.0,18,25.477785
10.0,118,25.627787
2.0,11,25.641815
11.0,48,25.700789
4.0,9,25.711818
4.0,19,25.736817
2.0,7,25.745817
5.0,11,25.758819
4.0,11,25.772817
12.0,37,25.815822
7.0,14,25.832817
3.0,5,25.838819
9.0,34,25.878817
7.0,14,25.895822
3.0,9,25.905818
7.0,19,25.928817
3.0,35,25.969828
3.0,15,25.987818
4.0,20,26.011813
12.0,23,26.039822
7.0,14,26.056684
10.0,25,26.087688
3.0,8,26.097683
4.0,14,26.114684
2.0,7,26.123692
3.0,15,26.141683
3.0,15,26.160653
11.0,29,26.195685
8.0,11,26.209678
4.0,9,26.220652
9.0,22,26.246684
7.0,14,26.262683
4.0,14,26.279685
2.0,11,26.293653
8.0,14,26.310652
5.0,27,26.341683
3.0,18,26.363683
4.0,8,26.372683
8.0,14,26.389688
5.0,18,26.411683
4.0,22,26.436683
10.0,34,26.476683
3.0,5,26.483685
8.0,22,26.509678
2.0,11,26.522683
3.0,14,26.539682
3.0,18,26.562654
11.0,31,26.598678
5.0,18,26.620686
8.0,35,26.660682
9.0,34,26.700686
11.0,23,26.728683
1.0,3,26.732689
5.0,15,26.75068
2.0,7,26.759678
2.0,11,26.772682
1.0,7,26.781683
9.0,12,26.796682
3.0,11,26.809683
9.0,18,26.830681
8.0,14,26.847683
8.0,22,26.873653
7.0,14,26.890652
3.0,11,26.903683
5.0,22,26.929683
10.0,29,26.963678
4.0,9,26.974683
3.0,13,26.99068
4.0,11,27.003682
5.0,13,27.019683
4.0,27,27.050683
3.0,11,27.064683
3.0,6,27.071682
3.0,14,27.088678
3.0,6,27.096683
7.0,22,27.122677
4.0,9,27.133683
8.0,15,27.151682
7.0,22,27.177683
3.0,4,27.182681
3.0,7,27.191685
3.0,7,27.200654
4.0,7,27.208683
2.0,15,27.226683
3.0,27,27.258683
5.0,18,27.279678
11.0,103,27.398683
3.0,6,27.40668
2.0,7,27.415068
7.0,14,27.43204
4.0,27,27.464065
10.0,32,27.501038
3.0,16,27.520068
4.0,10,27.532069
3.0,6,27.539068
3.0,11,27.55307
7.0,10,27.56507
2.0,3,27.569071
6.0,15,27.587068
9.0,22,27.61307
9.0,27,27.645068
2.0,4,27.650069
3.0,15,27.668069
8.0,15,27.686063
11.0,30,27.722071
2.0,11,27.735064
3.0,31,27.772063
3.0,5,27.77804
2.0,7,27.78707
4.0,14,27.804069
3.0,11,27.81807
3.0,7,27.826069
11.0,27,28.912372
3.0,5,28.919372
3.0,31,28.962342
2.0,8,28.972341
3.0,11,28.989375
7.0,14,29.009355
3.0,10,29.024339
3.0,23,29.052339
8.0,18,29.076341
3.0,16,29.097344
11.0,130,29.250831
4.0,11,29.26386
5.0,17,29.284861
4.0,15,29.302861
2.0,3,29.306856
11.0,50,29.363862
2.0,11,29.377861
4.0,13,29.39386
3.0,11,29.406861
4.0,19,29.428861
4.0,11,29.44286
3.0,11,29.455855
3.0,7,29.464863
2.0,11,29.47886
3.0,9,29.48986
4.0,19,29.51186
3.0,8,29.521861
2.0,7,29.530829
4.0,15,29.54886
11.0,25,29.579831
7.0,26,29.609859
2.0,7,29.618863
10.0,64,29.692855
7.0,14,29.70986
5.0,27,29.74186
4.0,14,29.758862
4.0,11,29.771865
9.0,14,29.788856
2.0,11,29.801858
2.0,3,29.805865
3.0,10,29.817857
3.0,7,29.826855
10.0,105,29.94786
2.0,11,29.960858
3.0,13,29.975861
7.0,14,29.992855
12.0,28,30.025861
3.0,6,30.033861
3.0,8,30.043855
10.0,25,30.072861
7.0,10,30.08486
4.0,7,30.093831
3.0,23,30.12083
4.0,8,30.130831
2.0,7,30.140188
2.0,3,30.14422
3.0,8,30.154217
2.0,3,30.158218
7.0,18,30.179217
2.0,6,30.187212
8.0,26,30.21722
3.0,7,30.226217
10.0,35,30.267218
10.0,104,30.386217
5.0,8,30.397217
9.0,13,30.412217
8.0,26,30.444185
4.0,7,30.452217
3.0,12,30.467218
4.0,17,30.487215
7.0,10,30.499217
4.0,9,30.510216
3.0,19,30.532217
3.0,39,30.578225
2.0,8,30.588218
7.0,18,30.609217
3.0,15,30.627217
7.0,14,30.644186
4.0,20,30.668217
11.0,25,30.697219
4.0,19,30.720219
7.0,15,30.738217
2.0,6,30.746217
4.0,6,30.753217
3.0,22,30.77922
8.0,18,30.801189
9.0,18,30.822218
4.0,11,30.836217
3.0,14,30.852217
3.0,23,30.879217
3.0,7,30.888217
2.0,9,30.899217
1.0,7,30.908217
4.0,23,30.935215
4.0,35,30.975217
3.0,25,31.005188
5.0,14,31.022217
13.0,33,31.060187
3.0,22,31.087191
4.0,7,31.09619
2.0,3,31.10019
7.0,26,31.131187
8.0,15,31.150218
8.0,30,31.185217
2.0,11,31.199217
4.0,19,31.222217
2.0,11,31.235218
4.0,21,31.260217
2.0,3,31.264218
5.0,32,31.302217
3.0,9,31.313217
3.0,15,31.331216
3.0,20,31.355217
5.0,11,32.430295
6.0,39,32.486295
4.0,14,32.511295
7.0,21,32.547295
2.0,3,32.554295
4.0,19,32.588295
2.0,11,32.611296
3.0,11,32.629295
11.0,213,32.905225
2.0,7,32.916226
4.0,5,32.923226
7.0,15,32.944227
12.0,90,33.051261
8.0,18,33.073257
11.0,119,33.21324
2.0,7,33.222225
4.0,14,33.239259
2.0,11,33.252226
3.0,10,33.265262
9.0,22,33.291256
7.0,10,33.303259
3.0,10,33.316256
3.0,27,33.347258
5.0,35,33.389256
3.0,8,33.400257
2.0,7,33.409257
2.0,7,33.418256
4.0,12,33.432256
4.0,27,33.465257
3.0,10,33.47726
4.0,10,33.489257
2.0,7,33.498257
4.0,8,33.509259
1.0,3,33.513251
5.0,17,33.533256
10.0,32,33.571226
3.0,15,33.590256
2.0,7,33.599256
3.0,23,33.626256
3.0,23,33.653258
7.0,14,33.671226
2.0,7,33.680259
2.0,11,33.694254
4.0,8,33.704251
3.0,15,33.723225
4.0,10,33.736027
8.0,27,33.769
8.0,18,33.791034
2.0,7,33.800026
3.0,13,33.816999
2.0,7,33.825999
10.0,27,33.858999
13.0,28,33.892999
5.0,10,33.904998
8.0,23,33.93303
2.0,11,33.947031
4.0,10,33.961433
2.0,7,33.974432
4.0,11,33.991433
8.0,14,34.009435
2.0,11,34.031433
3.0,22,34.059433
3.0,8,34.070433
2.0,7,34.079433
2.0,7,34.088434
4.0,8,34.099433
3.0,15,34.119433
3.0,14,34.137433
10.0,16,34.158433
2.0,7,34.167436
3.0,17,34.188436
4.0,10,34.200436
9.0,28,34.234464
10.0,62,34.314434
2.0,3,34.318434
4.0,7,34.329464
3.0,11,34.343462
2.0,3,34.347459
10.0,107,34.479462
7.0,10,34.491463
3.0,15,34.510433
9.0,34,34.550463
10.0,19,34.574433
2.0,7,34.582463
10.0,20,34.607457
4.0,11,34.620433
3.0,6,34.628433
4.0,11,34.642433
3.0,15,34.660433
11.0,72,34.743466
11.0,38,34.79224
4.0,15,34.810239
10.0,55,34.876268
3.0,5,34.882272
11.0,106,35.006271
13.0,27,36.108949
13.0,145,36.297403
4.0,14,36.314403
10.0,19,36.336404
4.0,15,36.354405
5.0,15,36.372401
10.0,50,36.430403
9.0,17,36.451403
3.0,7,36.459408
9.0,22,36.486398
4.0,14,36.502374
3.0,11,36.5164
10.0,24,36.544403
2.0,7,36.552412
11.0,21,36.577399
10.0,64,36.651402
12.0,23,36.678406
11.0,20,36.702373
12.0,43,36.752375
1.0,7,36.761403
7.0,23,36.788401
2.0,7,36.797404
7.0,14,36.813401
3.0,11,36.827398
3.0,10,36.839403
8.0,18,36.860403
4.0,7,36.869374
5.0,8,36.879399
3.0,6,36.887403
4.0,7,36.895403
2.0,3,36.9004
4.0,23,36.927406
1.0,3,36.931403
7.0,14,36.948159
3.0,7,36.956167
3.0,15,36.974159
3.0,9,36.985159
2.0,15,37.003159
11.0,28,37.036159
4.0,24,37.064159
13.0,125,37.20816
7.0,14,37.225159
8.0,18,37.246159
11.0,37,37.289159
8.0,18,37.311158
9.0,11,37.324159
10.0,68,37.40214
10.0,17,37.423163
3.0,12,37.43813
7.0,10,37.450161
8.0,23,37.477159
10.0,389,37.94016
11.0,110,38.06916
8.0,22,38.095163
14.0,71,38.179162
3.0,31,38.216159
11.0,60,38.286129
7.0,10,38.299154
7.0,10,38.311159
10.0,102,38.429956
3.0,11,38.443958
4.0,9,38.454961
4.0,9,38.465958
9.0,19,38.487958
2.0,15,38.506958
5.0,11,38.519958
2.0,11,39.633559
9.0,18,39.656553
3.0,19,39.683248
4.0,7,39.691249
7.0,10,39.704246
7.0,14,39.722249
4.0,9,39.734252
3.0,5,39.740252
4.0,16,39.760249
4.0,13,39.777246
9.0,25,39.815248
7.0,10,39.831249
8.0,10,39.843248
10.0,106,39.966279
10.0,53,40.033249
2.0,11,40.047064
2.0,7,40.056058
10.0,14,40.072068
2.0,7,40.081063
2.0,7,40.090064
4.0,15,40.108059
3.0,6,40.117032
8.0,26,40.149032
7.0,10,40.161064
4.0,7,40.170064
8.0,18,40.191067
9.0,19,40.214067
