#{"t_start": 1743793296.7968469, "env_id": "sneaky_enemies"}
r,l,t
3.0,18,20.587385
3.0,10,20.599383
3.0,19,20.623385
7.0,15,20.643384
4.0,7,20.652383
4.0,10,20.664384
4.0,15,20.682383
4.0,15,20.701409
3.0,9,20.712383
4.0,8,20.722412
9.0,30,20.75841
9.0,14,20.775415
9.0,29,20.809418
9.0,14,20.826416
4.0,20,20.849415
3.0,11,20.863415
3.0,7,20.871416
9.0,34,20.911415
2.0,7,20.920416
2.0,11,20.933415
3.0,7,20.942416
4.0,19,20.964417
1.0,3,20.96841
3.0,11,20.98241
9.0,19,21.004416
3.0,28,21.037418
3.0,11,21.051412
3.0,11,21.064416
1.0,3,21.068415
2.0,3,21.073416
3.0,12,21.087415
13.0,43,21.138417
4.0,8,21.148416
4.0,8,21.159415
7.0,14,21.175415
2.0,3,21.18042
4.0,7,21.188418
5.0,8,21.198416
3.0,12,21.213417
4.0,9,21.224415
7.0,14,21.241419
9.0,18,21.263387
2.0,7,21.27141
2.0,7,21.280421
2.0,7,21.289415
2.0,7,21.298417
8.0,14,21.315414
2.0,3,21.31941
2.0,3,21.323217
4.0,9,21.335253
3.0,15,21.353225
3.0,31,21.390253
3.0,6,21.397253
2.0,7,21.40625
3.0,7,21.415253
2.0,7,21.424253
4.0,11,21.437226
4.0,9,21.449226
2.0,20,21.473226
4.0,17,21.494223
3.0,7,21.503223
5.0,9,21.514226
8.0,15,21.532223
2.0,7,21.541254
13.0,54,21.605253
4.0,15,21.623225
3.0,17,21.644253
6.0,29,21.678253
9.0,13,21.694226
2.0,7,21.703226
2.0,15,21.722226
4.0,14,21.739226
4.0,9,21.750226
3.0,5,21.757223
9.0,22,21.783222
3.0,27,21.815226
6.0,19,21.837544
2.0,7,21.846544
2.0,3,21.850544
3.0,7,21.859544
6.0,16,21.879544
2.0,7,21.887544
3.0,11,21.902545
11.0,36,21.94554
2.0,11,21.95854
4.0,11,21.971541
7.0,11,21.985571
3.0,31,22.021566
4.0,10,22.033541
8.0,30,22.068571
8.0,21,22.093544
4.0,10,22.105571
8.0,18,22.12657
3.0,6,22.133569
10.0,34,22.173541
9.0,19,22.195573
4.0,11,22.208571
3.0,10,22.220572
2.0,7,22.228571
8.0,10,22.241571
4.0,10,22.253544
2.0,7,22.261569
4.0,11,22.275574
4.0,18,22.296571
8.0,26,22.326571
3.0,7,22.335572
4.0,19,22.357569
4.0,21,22.38257
7.0,24,22.410571
5.0,11,22.423543
3.0,7,22.433542
7.0,18,22.454572
5.0,19,22.477541
3.0,15,22.49454
3.0,7,22.503544
9.0,18,22.525544
12.0,24,22.555544
4.0,17,22.576571
4.0,13,22.592574
3.0,15,22.610572
5.0,19,22.633542
5.0,14,22.650575
12.0,70,22.732541
7.0,19,22.755541
3.0,5,22.762541
5.0,16,22.781541
8.0,26,22.812541
5.0,33,22.851573
5.0,20,22.875542
11.0,36,22.917571
11.0,23,22.945571
5.0,27,24.0837
3.0,7,24.093701
11.0,55,24.171698
3.0,6,24.181696
8.0,18,24.206698
3.0,8,24.217697
10.0,26,24.248698
2.0,11,24.262698
4.0,21,24.287699
3.0,6,24.294731
3.0,11,24.307732
8.0,18,24.329731
10.0,17,24.349734
3.0,15,24.367728
2.0,15,24.384729
2.0,7,24.393701
3.0,19,24.416729
1.0,3,24.420729
5.0,11,24.4337
9.0,26,24.464729
4.0,14,24.481724
3.0,11,24.494729
2.0,7,24.5037
4.0,8,24.513699
2.0,7,24.521729
3.0,4,24.526729
4.0,22,24.552729
4.0,6,24.560729
3.0,7,24.569483
2.0,7,24.578479
3.0,16,24.597456
5.0,9,24.608456
10.0,18,24.630456
4.0,13,24.646456
4.0,7,24.654457
2.0,19,24.678456
3.0,7,24.687456
1.0,7,24.696456
9.0,25,24.726456
3.0,7,24.735456
11.0,20,24.760456
6.0,23,24.788456
11.0,37,24.832453
4.0,11,24.846452
10.0,29,24.880453
3.0,11,24.894486
8.0,13,24.910458
3.0,29,24.945479
9.0,22,24.971484
5.0,26,25.001483
10.0,48,25.057483
3.0,18,25.078452
11.0,49,25.135483
3.0,11,25.148482
10.0,50,25.206483
3.0,23,25.233485
11.0,61,25.303484
9.0,18,25.324482
11.0,22,25.351483
7.0,15,25.368484
4.0,11,25.381485
3.0,10,25.393483
3.0,6,25.401483
2.0,11,25.414483
2.0,23,25.442453
11.0,26,25.474457
11.0,53,25.539484
3.0,11,25.553483
2.0,11,25.566478
8.0,22,25.593059
4.0,7,25.602068
3.0,8,25.612063
5.0,7,25.621068
8.0,26,25.659033
13.0,49,25.736058
5.0,32,25.774066
2.0,7,25.785032
5.0,19,25.808031
9.0,14,25.824033
8.0,21,25.852065
3.0,10,25.864059
3.0,15,25.885064
4.0,12,25.899033
4.0,24,25.929033
8.0,14,25.946033
3.0,27,25.978033
11.0,19,26.001036
4.0,19,26.024036
2.0,6,26.032037
4.0,14,26.049037
4.0,17,26.070036
2.0,3,26.075036
6.0,28,26.108036
3.0,11,26.122036
7.0,12,26.137036
7.0,14,26.154036
4.0,9,26.166036
2.0,19,26.189036
5.0,21,26.214035
8.0,18,26.235063
3.0,27,26.266065
3.0,7,26.275064
2.0,7,26.284035
12.0,41,26.332065
3.0,15,26.349063
10.0,22,26.375062
7.0,14,26.392063
2.0,23,26.420033
8.0,14,26.437037
4.0,10,26.449036
2.0,7,26.458037
3.0,19,26.482036
5.0,19,26.505037
4.0,14,26.523037
9.0,22,26.550037
7.0,18,27.635794
7.0,10,27.650794
2.0,7,27.659793
7.0,22,27.689792
9.0,17,27.713792
2.0,7,27.723794
4.0,7,27.733793
10.0,16,27.756791
10.0,22,27.786791
11.0,36,27.82979
3.0,11,27.842791
3.0,10,27.854794
4.0,19,27.87783
7.0,10,27.889826
9.0,17,27.910831
10.0,78,28.000819
3.0,15,28.018824
7.0,30,28.053826
3.0,8,28.063795
3.0,6,28.070824
9.0,26,28.101797
7.0,18,28.124821
3.0,11,28.138824
13.0,40,28.186819
11.0,18,28.208823
8.0,14,28.226827
3.0,8,28.236822
2.0,7,28.244824
9.0,17,28.265823
8.0,14,28.282824
4.0,11,28.296824
4.0,9,28.307826
2.0,19,28.330823
7.0,10,28.342824
2.0,11,28.356823
3.0,5,28.362823
11.0,17,28.383824
2.0,7,28.392823
4.0,16,28.412821
3.0,10,28.424796
2.0,18,28.446796
2.0,7,28.455793
2.0,7,28.464794
4.0,7,28.473797
4.0,12,28.488796
7.0,18,28.510797
3.0,15,28.528796
8.0,21,28.554797
4.0,6,28.561797
9.0,24,28.591798
2.0,7,28.601798
5.0,26,28.637793
9.0,18,28.662555
13.0,38,28.708588
5.0,23,28.736588
3.0,18,28.757589
8.0,10,28.769586
1.0,7,28.778586
8.0,14,28.795588
2.0,11,28.808586
2.0,7,28.817586
2.0,3,28.821586
1.0,3,28.825586
11.0,32,28.862581
3.0,7,28.871586
3.0,11,28.884557
3.0,19,28.909136
4.0,9,28.92014
8.0,22,28.946112
10.0,24,28.975112
9.0,14,28.992141
8.0,14,29.01011
3.0,4,29.01511
3.0,15,29.034141
4.0,31,29.071141
2.0,7,29.080141
5.0,16,29.099141
3.0,14,29.117141
4.0,9,29.128137
3.0,5,29.134145
2.0,11,29.148142
8.0,10,29.160143
5.0,16,29.180135
3.0,18,29.20214
8.0,18,29.224141
2.0,7,29.233143
3.0,5,29.24014
2.0,15,29.25914
4.0,11,29.272141
7.0,17,29.29314
2.0,15,29.311141
3.0,7,29.32014
3.0,4,29.326144
9.0,13,29.342141
3.0,9,29.35314
4.0,15,29.372138
4.0,10,29.384135
7.0,14,29.401135
4.0,7,29.410144
3.0,11,29.42414
8.0,14,29.44111
2.0,3,29.446109
4.0,13,29.46214
3.0,9,29.473147
2.0,7,29.482136
4.0,23,29.510109
3.0,20,29.53511
9.0,14,29.552109
3.0,15,29.570109
3.0,15,29.588109
2.0,11,29.602135
7.0,14,29.619141
3.0,11,29.632136
4.0,9,29.64314
3.0,19,29.66614
8.0,15,29.684112
2.0,17,29.705113
6.0,22,29.732113
9.0,18,29.754113
4.0,7,29.763113
3.0,6,29.771113
3.0,4,29.776112
5.0,15,29.795113
4.0,7,29.804113
3.0,25,29.834113
9.0,15,29.852109
3.0,5,29.85911
5.0,23,29.887112
5.0,13,29.903113
2.0,7,29.912141
4.0,11,29.925137
2.0,3,29.929141
3.0,19,29.95214
9.0,19,29.97414
8.0,14,29.99114
4.0,12,30.005143
5.0,17,30.02597
8.0,14,30.042945
8.0,19,30.066945
11.0,102,31.268942
2.0,7,31.28094
2.0,11,31.298943
3.0,11,31.31294
3.0,11,31.327942
11.0,31,31.369689
4.0,24,31.404696
9.0,14,31.424695
3.0,5,31.432694
11.0,72,31.51673
3.0,6,31.524728
2.0,3,31.528726
10.0,17,31.549721
12.0,90,31.654699
7.0,19,31.677699
9.0,11,31.691699
4.0,10,31.704699
4.0,10,31.717699
8.0,14,31.734699
9.0,15,31.752699
3.0,11,31.766699
7.0,14,31.783699
4.0,7,31.792699
3.0,8,31.802699
3.0,7,31.811699
12.0,27,31.844696
3.0,4,31.849696
9.0,14,31.867696
4.0,11,31.881696
3.0,15,31.8997
10.0,105,32.022142
10.0,16,32.041141
3.0,5,32.047141
3.0,10,32.059146
8.0,14,32.076112
11.0,49,32.134141
3.0,10,32.146141
10.0,18,32.16814
2.0,3,32.172143
3.0,11,32.186137
2.0,12,32.200141
10.0,26,32.231141
7.0,14,32.24811
3.0,9,32.259767
9.0,19,32.283765
4.0,14,32.304766
3.0,15,32.325769
3.0,16,32.347764
9.0,15,32.365764
3.0,5,32.372795
4.0,14,32.390766
1.0,7,32.400765
8.0,13,32.416763
7.0,10,32.428796
3.0,5,32.434796
8.0,14,32.473767
3.0,13,32.494764
8.0,11,32.507798
10.0,39,32.553793
7.0,14,32.570795
2.0,7,32.578766
10.0,46,32.632796
9.0,15,32.650766
8.0,14,32.667798
4.0,7,32.676797
11.0,26,32.706798
12.0,35,32.747796
11.0,60,32.818768
5.0,11,32.832768
2.0,7,32.841769
10.0,26,32.873769
3.0,18,32.895769
3.0,7,32.904769
10.0,16,32.923799
2.0,7,32.933796
8.0,14,32.950796
9.0,13,32.966766
2.0,7,32.974766
5.0,12,32.989766
11.0,27,33.024801
8.0,18,33.046796
3.0,15,33.064796
9.0,26,33.096769
3.0,6,33.104792
4.0,10,33.116797
3.0,10,33.128785
2.0,7,33.137796
7.0,10,33.149796
10.0,15,33.167796
2.0,7,33.1768
3.0,5,33.183791
4.0,6,33.190796
10.0,19,33.213796
10.0,25,33.243798
2.0,7,33.252795
3.0,4,33.257793
12.0,17,33.277798
2.0,7,33.286765
2.0,7,33.295791
9.0,22,33.321805
11.0,14,33.338796
9.0,26,33.369793
1.0,15,33.387796
2.0,15,33.405767
11.0,28,33.438792
4.0,18,33.459797
2.0,7,33.468796
3.0,5,33.475797
3.0,22,33.501766
2.0,7,33.511765
5.0,12,33.526766
8.0,15,33.544765
8.0,11,33.558766
11.0,18,33.580769
2.0,7,33.589769
2.0,3,33.594769
3.0,7,33.603769
4.0,13,33.618768
3.0,5,33.625768
4.0,8,33.635799
10.0,13,33.6518
2.0,7,33.660795
8.0,14,33.676796
4.0,9,33.688796
2.0,11,33.702765
8.0,22,33.733769
7.0,11,33.749769
3.0,19,33.775769
4.0,6,33.783769
3.0,6,33.792795
2.0,9,33.803766
8.0,22,34.961526
2.0,11,34.976529
10.0,18,35.003529
7.0,10,35.017528
10.0,26,35.05353
3.0,5,35.061529
5.0,12,35.07853
7.0,18,35.107529
7.0,18,35.132526
3.0,15,35.150527
3.0,11,35.163527
8.0,14,35.180528
4.0,8,35.190532
8.0,22,35.217532
10.0,34,35.257532
10.0,35,35.299532
4.0,12,35.314532
8.0,14,35.331532
7.0,10,35.343532
9.0,19,35.366531
9.0,14,35.383528
3.0,11,35.397527
9.0,14,35.413559
10.0,22,35.439553
8.0,14,35.456558
7.0,14,35.473341
4.0,19,35.496373
3.0,23,35.523374
3.0,11,35.537373
11.0,43,35.587367
2.0,7,35.595372
5.0,16,35.614373
5.0,13,35.630373
5.0,9,35.641369
7.0,14,35.657374
3.0,4,35.663372
3.0,9,35.674373
3.0,6,35.681372
9.0,19,35.703376
11.0,26,35.734373
3.0,11,35.749346
12.0,84,35.850342
9.0,18,35.872345
5.0,10,35.885345
11.0,38,35.930345
2.0,7,35.939342
8.0,18,35.961345
4.0,19,35.984341
2.0,7,35.993372
10.0,16,36.012373
3.0,4,36.018341
2.0,7,36.027375
3.0,15,36.045372
8.0,18,36.068375
8.0,14,36.085345
2.0,11,36.099342
9.0,18,36.120342
9.0,13,36.136342
2.0,11,36.150345
